0.25m_40deg,0.25m_30deg,0.25m_20deg,0.25m_10deg,0.25m_0deg,0.25m_-10deg,0.25m_-20deg,0.25m_-30deg,0.25m_-40deg,0.5m_-40deg,0.5m_-30deg,0.5m_-20deg,0.5m_-10deg,0.5m_0deg,0.5m_10deg,0.5m_20deg,0.5m_30deg,0.5m_40deg,1m_40deg,1m_30deg,1m_20deg,1m_10deg,1m_0deg,1m_-10deg,1m_-20deg,1m_-30deg,1m_-40deg,2m_-40deg,2m_-30deg,2m_-20deg,2m_-10deg,2m_0deg,2m_10deg,2m_20deg,2m_30deg,2m_40deg
0.375,0.37,0.368,0.364,0.364,0.284,0.371,0.362,0.402,0.617,0.69,0.687,0.588,0.684,0.643,0.687,0.56,0.697,1.156,1.329,1.319,1.217,1.244,1.314,1.314,1.326,1.33,2.558,2.577,2.577,2.577,2.554,2.579,2.516,3.187,3.307
0.386,0.366,0.286,0.363,0.366,0.366,0.369,0.362,0.4,0.688,0.689,0.577,0.684,0.655,0.682,0.688,0.691,0.695,1.059,1.067,1.311,1.315,1.315,1.315,1.318,1.327,1.33,2.429,2.58,2.245,2.292,2.576,2.429,2.587,3.303,3.307
0.301,0.37,0.368,0.364,0.366,0.286,0.288,0.362,0.402,0.686,0.69,0.687,0.676,0.684,0.669,0.687,0.689,0.697,1.191,1.163,1.319,1.316,1.279,1.059,1.318,1.307,1.152,2.559,2.201,2.579,2.346,2.577,2.555,2.587,3.016,3.18
0.386,0.287,0.368,0.332,0.365,0.366,0.371,0.362,0.402,0.688,0.619,0.685,0.684,0.676,0.68,0.688,0.537,0.695,1.336,1.329,1.062,1.316,1.315,1.315,1.318,1.326,1.085,2.56,2.294,2.578,2.293,2.471,2.579,2.586,3.018,3.154
0.385,0.37,0.368,0.366,0.366,0.365,0.371,0.36,0.4,0.654,0.69,0.687,0.685,0.547,0.682,0.687,0.689,0.697,1.219,1.33,1.321,1.316,1.037,1.315,1.318,1.326,1.331,2.56,2.58,2.411,2.383,2.349,2.519,2.461,3.001,3.042
0.386,0.37,0.37,0.364,0.364,0.367,0.371,0.362,0.4,0.688,0.662,0.685,0.683,0.683,0.68,0.688,0.691,0.671,1.336,1.33,1.32,1.316,1.169,1.315,1.318,1.326,1.244,2.19,2.579,2.07,2.578,2.356,2.357,2.586,3.304,2.737
0.384,0.37,0.368,0.366,0.366,0.365,0.369,0.316,0.398,0.687,0.689,0.686,0.685,0.682,0.682,0.586,0.689,0.698,1.253,1.33,1.321,1.316,1.315,1.315,1.115,1.326,1.331,2.34,2.569,2.582,2.292,2.579,2.294,2.299,3.305,2.82
0.385,0.37,0.368,0.366,0.306,0.284,0.371,0.362,0.399,0.688,0.69,0.655,0.575,0.684,0.68,0.535,0.537,0.697,1.129,1.264,1.321,1.316,1.315,1.076,1.317,1.326,1.331,2.564,2.293,2.583,2.578,2.578,2.294,2.298,3.305,3.308
0.385,0.37,0.286,0.366,0.366,0.366,0.369,0.361,0.357,0.682,0.689,0.687,0.533,0.683,0.683,0.625,0.689,0.697,1.295,1.33,1.285,1.316,1.314,1.315,1.153,1.326,1.331,2.565,2.577,2.296,2.577,2.577,2.294,2.583,3.306,3.142
0.386,0.37,0.368,0.366,0.366,0.366,0.288,0.362,0.399,0.687,0.69,0.685,0.684,0.683,0.681,0.688,0.691,0.697,1.335,1.329,1.159,1.316,1.314,1.307,1.315,1.326,1.184,2.566,2.207,2.579,2.291,2.578,2.576,2.44,3.149,3.051
0.385,0.37,0.368,0.364,0.364,0.364,0.369,0.362,0.399,0.688,0.593,0.686,0.684,0.608,0.683,0.599,0.689,0.547,1.334,1.329,1.318,1.299,1.314,1.315,1.316,1.165,1.331,2.565,2.375,2.58,2.225,2.578,2.579,2.585,3.187,3.019
0.385,0.37,0.29,0.366,0.364,0.366,0.371,0.362,0.399,0.551,0.69,0.687,0.685,0.684,0.629,0.688,0.691,0.687,1.336,1.155,1.321,1.171,1.315,1.315,1.316,1.316,1.331,2.279,2.578,2.473,2.104,2.34,2.579,2.585,3.305,3.021
0.299,0.37,0.368,0.364,0.364,0.366,0.371,0.362,0.399,0.535,0.689,0.685,0.684,0.683,0.683,0.686,0.635,0.696,1.062,1.042,1.32,1.315,1.316,1.315,1.317,1.199,1.33,2.146,2.577,2.58,2.577,2.578,2.482,2.299,3.191,3.019
0.385,0.37,0.301,0.366,0.364,0.367,0.371,0.362,0.399,0.56,0.69,0.687,0.685,0.684,0.682,0.689,0.537,0.696,1.21,1.328,1.115,1.316,1.308,1.315,1.088,1.286,1.33,2.562,2.303,2.295,2.576,2.578,2.074,2.584,3.306,3.019
0.386,0.37,0.37,0.364,0.363,0.366,0.371,0.362,0.399,0.688,0.69,0.685,0.684,0.682,0.683,0.688,0.689,0.697,1.336,1.328,1.32,1.315,1.179,1.315,1.317,1.325,1.33,2.458,2.294,2.103,2.578,2.578,2.524,2.584,3.307,2.785
0.386,0.37,0.32,0.366,0.364,0.367,0.371,0.36,0.398,0.686,0.572,0.687,0.685,0.682,0.681,0.535,0.537,0.559,1.235,1.329,1.32,1.315,1.315,1.182,1.316,1.325,1.33,2.507,2.581,2.552,2.207,2.579,2.398,2.311,2.3,3.239
0.301,0.368,0.287,0.366,0.363,0.367,0.289,0.362,0.4,0.688,0.69,0.685,0.684,0.684,0.683,0.629,0.689,0.542,1.336,1.059,1.32,1.316,1.208,1.039,1.062,1.096,1.33,2.559,2.519,2.583,2.495,2.579,2.561,2.156,2.516,3.307
0.388,0.37,0.337,0.366,0.364,0.366,0.371,0.36,0.369,0.687,0.689,0.687,0.685,0.566,0.575,0.536,0.691,0.696,1.336,1.217,1.317,1.251,1.315,1.315,1.317,1.325,1.318,2.559,2.58,2.016,2.578,2.579,2.294,2.32,2.405,3.01
0.388,0.367,0.37,0.366,0.294,0.366,0.372,0.362,0.401,0.688,0.69,0.685,0.684,0.684,0.683,0.687,0.689,0.546,1.335,1.092,1.186,1.115,1.316,1.315,1.317,1.292,1.33,2.561,2.294,2.581,2.578,2.578,2.029,2.39,2.3,2.9
0.388,0.368,0.367,0.284,0.364,0.366,0.372,0.362,0.312,0.687,0.689,0.686,0.533,0.682,0.681,0.689,0.691,0.543,1.336,1.328,1.321,1.265,1.315,1.315,1.317,1.325,1.33,2.561,2.154,2.58,2.018,2.178,2.58,2.582,2.586,3.305
0.388,0.367,0.37,0.366,0.364,0.366,0.372,0.362,0.402,0.688,0.69,0.685,0.655,0.684,0.683,0.658,0.689,0.695,1.335,1.123,1.132,1.132,1.315,1.315,1.316,1.042,1.33,2.275,2.58,2.58,2.578,2.579,2.522,2.532,2.584,3.241
0.388,0.368,0.368,0.366,0.365,0.293,0.372,0.362,0.403,0.574,0.69,0.685,0.685,0.683,0.677,0.688,0.689,0.697,1.071,1.329,1.32,1.315,1.315,1.28,1.318,1.325,1.331,2.561,2.58,2.58,2.292,2.501,2.58,2.584,2.506,3.308
0.388,0.368,0.37,0.366,0.365,0.366,0.338,0.362,0.403,0.688,0.688,0.687,0.684,0.684,0.681,0.67,0.689,0.575,1.23,1.156,1.32,1.152,1.315,1.316,1.318,1.324,1.128,2.562,4.532,2.58,2.236,2.292,2.58,2.297,2.585,3.293
0.388,0.37,0.37,0.364,0.365,0.364,0.371,0.281,0.403,0.687,0.69,0.685,0.684,0.553,0.683,0.535,0.549,0.697,1.336,1.318,1.32,1.316,1.315,1.315,1.318,1.236,1.102,2.221,4.989,2.443,2.119,2.578,2.558,2.582,3.11,3.307
0.388,0.368,0.37,0.283,0.364,0.366,0.371,0.362,0.401,0.688,0.617,0.687,0.685,0.683,0.541,0.686,0.691,0.651,1.336,1.33,1.286,1.315,1.031,1.315,1.318,1.323,1.33,2.457,4.588,2.581,2.579,2.58,2.581,2.348,3.275,2.765
0.388,0.287,0.37,0.303,0.365,0.364,0.371,0.362,0.403,0.687,0.69,0.582,0.666,0.683,0.683,0.686,0.689,0.697,1.336,1.33,1.32,1.315,1.316,1.315,1.318,1.325,1.33,2.278,4.754,2.488,2.293,2.579,2.02,2.583,2.734,3.211
0.388,0.31,0.37,0.364,0.283,0.366,0.371,0.362,0.401,0.688,0.578,0.686,0.533,0.552,0.682,0.685,0.691,0.695,1.336,1.33,1.321,1.316,1.066,1.315,1.318,1.325,1.33,2.564,4.433,2.579,2.579,2.579,2.183,2.399,3.304,3.308
0.388,0.37,0.37,0.363,0.363,0.364,0.369,0.362,0.401,0.687,0.689,0.685,0.684,0.683,0.683,0.551,0.689,0.697,1.336,1.33,1.192,1.315,1.23,1.13,1.316,1.057,1.33,2.311,4.795,2.294,2.377,2.579,2.065,2.58,3.018,3.305
0.388,0.368,0.37,0.364,0.364,0.366,0.371,0.344,0.402,0.688,0.689,0.686,0.685,0.682,0.682,0.688,0.537,0.607,1.336,1.33,1.283,1.316,1.316,1.315,1.318,1.187,1.33,2.477,4.432,2.579,2.579,2.382,2.581,2.294,3.306,3.035
0.301,0.37,0.37,0.361,0.363,0.367,0.359,0.362,0.401,0.687,0.687,0.685,0.684,0.683,0.683,0.686,0.583,0.697,1.336,1.161,1.223,1.245,1.257,1.315,1.318,1.038,1.33,4.82,4.833,2.555,2.578,2.075,2.581,2.293,3.018,3.013
0.388,0.37,0.29,0.366,0.364,0.367,0.371,0.331,0.401,0.688,0.689,0.687,0.685,0.68,0.682,0.688,0.691,0.62,1.336,1.328,1.321,1.316,1.316,1.049,1.318,1.325,1.33,4.993,4.433,2.432,2.578,2.579,2.582,2.225,2.732,2.159
0.388,0.37,0.37,0.366,0.308,0.366,0.372,0.362,0.324,0.687,0.687,0.685,0.684,0.681,0.683,0.687,0.591,0.697,1.21,1.328,1.32,1.316,1.315,1.315,1.088,1.325,1.245,4.883,4.591,2.577,2.02,2.579,2.582,2.58,3.305,2.161
0.388,0.37,0.305,0.366,0.364,0.286,0.372,0.325,0.401,0.688,0.689,0.686,0.686,0.621,0.545,0.688,0.691,0.612,1.336,1.328,1.32,1.316,1.157,1.315,1.243,1.325,1.33,4.424,4.75,2.482,2.578,2.577,2.297,2.582,3.219,2.159
0.388,0.37,0.37,0.283,0.363,0.366,0.372,0.362,0.38,0.686,0.688,0.687,0.634,0.681,0.683,0.593,0.689,0.697,1.248,1.328,1.319,1.315,1.314,1.247,1.118,1.091,1.286,4.655,4.912,2.36,2.58,2.577,2.295,2.415,3.306,1.903
0.386,0.369,0.322,0.364,0.364,0.367,0.371,0.361,0.401,0.688,0.688,0.561,0.686,0.653,0.552,0.688,0.69,0.697,1.335,1.213,1.32,1.315,1.316,1.315,1.274,1.325,1.33,4.825,4.787,2.581,2.524,2.292,2.581,2.345,3.02,2.159
0.386,0.368,0.37,0.366,0.283,0.367,0.371,0.362,0.403,0.686,0.689,0.685,0.654,0.53,0.683,0.686,0.689,0.698,1.286,1.328,1.32,1.315,1.05,1.315,1.318,1.323,1.319,4.713,4.95,2.581,2.579,2.474,2.198,2.584,2.734,3.309
0.386,0.369,0.337,0.307,0.364,0.367,0.369,0.362,0.404,0.688,0.688,0.587,0.533,0.682,0.647,0.689,0.691,0.697,1.336,1.209,1.111,1.314,1.134,1.153,1.036,1.325,1.329,4.598,4.433,2.293,2.578,2.576,2.579,2.113,3.306,3.066
0.385,0.368,0.37,0.366,0.365,0.367,0.371,0.362,0.404,0.687,0.689,0.686,0.684,0.55,0.683,0.688,0.631,0.698,1.313,1.33,1.114,1.315,1.075,1.315,1.318,1.189,1.33,4.487,4.7,2.58,2.58,2.291,2.357,2.562,3.227,3.235
0.386,0.37,0.368,0.323,0.365,0.367,0.371,0.362,0.403,0.688,0.611,0.685,0.684,0.682,0.682,0.689,0.69,0.678,1.184,1.329,1.319,1.315,1.234,1.147,1.041,1.323,1.33,2.2,4.864,2.581,2.347,2.406,2.391,2.298,3.305,2.841
0.333,0.307,0.37,0.284,0.365,0.367,0.369,0.362,0.403,0.652,0.69,0.685,0.685,0.624,0.683,0.646,0.689,0.549,1.336,1.33,1.221,1.315,1.101,1.315,1.195,1.324,1.33,2.084,4.432,2.473,2.226,2.572,2.549,2.318,3.021,3.313
0.385,0.369,0.368,0.364,0.288,0.367,0.372,0.362,0.401,0.688,0.689,0.685,0.684,0.681,0.681,0.689,0.691,0.697,1.335,1.329,1.29,1.315,1.082,1.315,1.318,1.325,1.094,2.556,4.43,2.295,2.102,2.168,2.138,2.483,3.306,3.18
0.385,0.37,0.287,0.366,0.364,0.367,0.332,0.362,0.403,0.686,0.69,0.534,0.685,0.626,0.683,0.688,0.67,0.696,1.335,1.33,1.172,1.072,1.316,1.103,1.124,1.325,1.143,2.134,4.516,2.582,2.318,2.577,2.29,2.082,3.066,3.029
0.385,0.37,0.37,0.364,0.363,0.367,0.372,0.362,0.403,0.688,0.69,0.586,0.684,0.682,0.617,0.689,0.537,0.697,1.335,1.328,1.319,1.197,1.314,1.262,1.255,1.325,1.33,2.557,4.684,2.388,2.43,2.29,2.581,2.254,3.305,2.74
0.325,0.37,0.37,0.366,0.364,0.367,0.293,0.362,0.401,0.687,0.689,0.687,0.686,0.652,0.683,0.688,0.689,0.695,1.336,1.232,1.32,1.315,1.142,1.137,1.103,1.324,1.33,2.556,4.562,2.26,2.579,2.291,2.295,2.583,2.827,3.132
0.299,0.369,0.37,0.365,0.349,0.304,0.372,0.362,0.4,0.534,0.69,0.685,0.684,0.681,0.606,0.688,0.558,0.697,1.335,1.327,1.32,1.315,1.316,1.316,1.106,1.148,1.05,2.555,4.433,2.295,2.579,2.576,2.295,2.581,3.282,3.312
0.383,0.37,0.369,0.284,0.366,0.367,0.372,0.361,0.32,0.685,0.689,0.686,0.686,0.681,0.683,0.689,0.691,0.695,1.336,1.327,1.32,1.315,1.171,1.316,1.317,1.324,1.33,2.508,4.903,2.296,2.58,2.417,2.58,2.299,3.141,2.9
0.385,0.36,0.368,0.366,0.366,0.366,0.372,0.362,0.309,0.688,0.69,0.685,0.684,0.644,0.619,0.688,0.689,0.697,1.336,1.145,1.183,1.315,1.315,1.315,1.138,1.195,1.33,2.388,4.43,2.172,2.58,2.571,2.295,2.583,3.104,3.028
0.384,0.37,0.35,0.366,0.366,0.367,0.372,0.36,0.351,0.557,0.689,0.685,0.685,0.681,0.683,0.689,0.689,0.637,1.336,1.327,1.32,1.315,1.145,1.198,1.317,1.279,1.246,2.266,4.684,2.292,2.581,2.576,2.58,2.493,3.304,2.951
0.385,0.368,0.368,0.366,0.366,0.365,0.371,0.362,0.398,0.688,0.689,0.687,0.683,0.605,0.635,0.688,0.688,0.697,1.335,1.192,1.214,1.081,1.315,1.315,1.318,1.325,1.33,2.553,4.857,2.215,2.58,2.29,2.581,2.582,3.307,3.128
0.383,0.37,0.367,0.284,0.364,0.367,0.371,0.329,0.396,0.686,0.69,0.567,0.684,0.681,0.531,0.689,0.689,0.696,1.336,1.327,1.32,1.315,1.315,1.244,1.318,1.325,1.33,2.268,5.004,2.58,2.58,2.576,2.58,2.297,2.735,3.16
0.385,0.368,0.368,0.366,0.366,0.366,0.334,0.362,0.399,0.686,0.689,0.687,0.674,0.68,0.682,0.688,0.605,0.697,1.336,1.327,1.32,1.299,1.315,1.122,1.318,1.325,1.33,2.469,4.914,2.268,2.295,2.47,2.294,2.297,3.165,2.902
0.383,0.369,0.327,0.366,0.364,0.367,0.371,0.361,0.399,0.688,0.689,0.603,0.683,0.681,0.683,0.689,0.69,0.654,1.278,1.126,1.139,1.159,1.315,1.051,1.044,1.15,1.297,2.485,4.512,2.153,2.295,2.57,2.581,2.578,3.306,2.793
0.385,0.37,0.37,0.284,0.366,0.285,0.369,0.362,0.399,0.688,0.638,0.687,0.684,0.68,0.649,0.688,0.688,0.697,1.336,1.327,1.32,1.315,1.315,1.315,1.199,1.325,1.33,2.553,4.432,2.319,2.025,2.171,2.58,2.179,2.934,2.741
0.384,0.369,0.351,0.365,0.364,0.367,0.371,0.362,0.399,0.689,0.689,0.635,0.551,0.68,0.683,0.689,0.689,0.572,1.336,1.167,1.321,1.224,1.281,1.315,1.069,1.324,1.33,2.555,2.291,2.198,2.295,2.578,2.58,2.35,3.304,3.141
0.385,0.37,0.37,0.365,0.364,0.367,0.371,0.362,0.4,0.687,0.688,0.686,0.684,0.681,0.666,0.688,0.605,0.697,1.336,1.045,1.32,1.103,1.315,1.315,1.318,1.325,1.33,2.552,2.276,2.364,2.581,2.51,2.348,2.519,3.017,3.311
0.383,0.37,0.37,0.364,0.364,0.367,0.371,0.362,0.403,0.688,0.548,0.67,0.642,0.57,0.682,0.689,0.689,0.683,1.336,1.328,1.321,1.315,1.038,1.261,1.318,1.225,1.317,2.555,2.29,2.245,2.222,2.393,2.509,2.578,3.303,3.206
0.385,0.37,0.37,0.283,0.364,0.367,0.371,0.362,0.401,0.563,0.689,0.685,0.684,0.681,0.682,0.635,0.688,0.695,1.336,1.327,1.32,1.315,1.316,1.232,1.318,1.325,1.202,2.036,2.573,2.3,2.58,2.293,2.39,2.301,3.107,2.813
0.383,0.37,0.37,0.365,0.364,0.353,0.371,0.362,0.403,0.688,0.688,0.687,0.683,0.68,0.55,0.688,0.689,0.697,1.049,1.327,1.266,1.033,1.315,1.234,1.318,1.258,1.33,2.554,2.286,2.299,2.58,2.58,2.556,2.164,3.301,2.987
0.385,0.37,0.37,0.365,0.361,0.367,0.371,0.362,0.403,0.687,0.689,0.685,0.684,0.53,0.683,0.686,0.612,0.696,1.336,1.328,1.321,1.315,1.316,1.315,1.318,1.13,1.233,2.369,2.572,2.298,2.58,2.318,2.435,2.293,3.109,3.306
0.383,0.368,0.37,0.365,0.366,0.365,0.369,0.362,0.401,0.688,0.614,0.686,0.594,0.642,0.681,0.688,0.689,0.697,1.057,1.328,1.302,1.315,1.315,1.143,1.318,1.291,1.33,2.27,2.285,2.584,2.58,2.481,2.58,2.293,3.302,3.042
0.386,0.37,0.37,0.366,0.364,0.367,0.371,0.285,0.401,0.674,0.691,0.602,0.684,0.682,0.683,0.687,0.688,0.696,1.336,1.327,1.175,1.315,1.256,1.315,1.318,1.159,1.331,2.41,2.286,2.504,2.579,2.359,2.294,2.578,3.301,3.307
0.386,0.306,0.37,0.366,0.366,0.356,0.37,0.362,0.401,0.688,0.689,0.685,0.635,0.682,0.681,0.688,0.689,0.697,1.336,1.328,1.321,1.109,1.315,1.315,1.318,1.032,1.33,2.556,2.573,2.39,2.58,2.577,2.351,2.328,3.041,3.076
0.385,0.37,0.37,0.366,0.364,0.285,0.371,0.36,0.403,0.687,0.691,0.655,0.684,0.681,0.683,0.688,0.688,0.574,1.336,1.328,1.203,1.315,1.315,1.315,1.318,1.323,1.274,2.555,2.286,2.293,2.344,2.396,2.581,2.58,2.921,3.308
0.3,0.368,0.37,0.366,0.366,0.367,0.369,0.362,0.349,0.54,0.661,0.534,0.683,0.682,0.63,0.686,0.689,0.697,1.336,1.327,1.321,1.147,1.315,1.315,1.318,1.323,1.33,2.271,2.358,2.445,2.409,2.561,2.093,2.3,3.089,3.31
0.385,0.37,0.287,0.366,0.366,0.366,0.371,0.323,0.312,0.687,0.537,0.685,0.684,0.681,0.683,0.535,0.688,0.695,1.259,1.326,1.242,1.316,1.315,1.316,1.318,1.322,1.33,2.329,2.289,2.578,2.298,2.575,2.579,2.579,2.968,3.022
0.385,0.368,0.368,0.366,0.284,0.367,0.339,0.362,0.381,0.688,0.689,0.685,0.683,0.683,0.56,0.686,0.69,0.697,1.336,1.326,1.321,1.161,1.207,1.315,1.318,1.323,1.173,2.27,2.288,2.578,2.294,2.577,2.406,2.292,3.303,3.023
0.385,0.37,0.368,0.284,0.366,0.367,0.371,0.361,0.402,0.688,0.688,0.686,0.683,0.68,0.683,0.688,0.667,0.695,1.336,1.326,1.275,1.315,1.09,1.315,1.042,1.323,1.33,2.552,2.294,2.293,2.58,2.576,2.58,2.363,3.301,3.117
0.385,0.368,0.368,0.366,0.364,0.367,0.371,0.362,0.401,0.665,0.689,0.589,0.684,0.681,0.682,0.686,0.691,0.698,1.335,1.326,1.319,1.315,1.315,1.315,1.318,1.324,1.33,2.554,2.574,2.579,2.58,2.078,2.294,2.092,2.896,2.738
0.385,0.37,0.37,0.365,0.366,0.367,0.371,0.35,0.401,0.688,0.62,0.686,0.683,0.68,0.681,0.688,0.691,0.697,1.07,1.25,1.319,1.315,1.199,1.131,1.047,1.324,1.329,2.554,2.573,2.293,2.58,2.576,2.565,2.542,3.303,3.023
0.299,0.368,0.37,0.366,0.321,0.285,0.371,0.362,0.401,0.687,0.536,0.63,0.684,0.682,0.683,0.645,0.559,0.698,1.174,1.127,1.18,1.315,1.315,1.041,1.318,1.228,1.33,2.491,2.573,2.58,2.522,2.291,2.578,2.426,2.731,3.257
0.385,0.37,0.368,0.366,0.366,0.366,0.29,0.362,0.402,0.688,0.688,0.686,0.683,0.68,0.682,0.688,0.69,0.685,1.326,1.326,1.32,1.099,1.315,1.315,1.317,1.325,1.33,2.269,2.57,2.296,2.112,2.576,2.578,2.291,3.305,3.308
0.385,0.317,0.37,0.366,0.364,0.367,0.371,0.362,0.401,0.664,0.689,0.685,0.684,0.542,0.683,0.661,0.689,0.696,1.336,1.326,1.321,1.315,1.287,1.051,1.317,1.324,1.33,2.26,2.571,2.581,2.578,2.291,2.174,2.578,3.302,3.014
0.385,0.37,0.308,0.364,0.365,0.366,0.326,0.281,0.401,0.688,0.685,0.547,0.683,0.681,0.681,0.688,0.691,0.698,1.064,1.326,1.32,1.316,1.315,1.316,1.094,1.323,1.145,2.556,2.571,2.297,2.149,2.576,2.05,2.075,2.886,3.306
0.386,0.305,0.37,0.364,0.366,0.367,0.371,0.362,0.402,0.687,0.688,0.687,0.684,0.68,0.683,0.688,0.689,0.593,1.336,1.136,1.32,1.315,1.315,1.288,1.318,1.323,1.307,2.309,2.569,2.469,2.318,2.204,2.495,2.579,3.018,3.059
0.385,0.37,0.368,0.366,0.366,0.306,0.37,0.362,0.403,0.687,0.689,0.638,0.683,0.681,0.59,0.558,0.689,0.698,1.087,1.326,1.315,1.147,1.236,1.315,1.318,1.322,1.184,2.271,2.571,2.583,2.578,2.082,2.579,2.581,3.017,2.937
0.386,0.368,0.37,0.308,0.366,0.367,0.372,0.362,0.403,0.654,0.689,0.686,0.684,0.595,0.683,0.688,0.653,0.696,1.238,1.271,1.321,1.316,1.315,1.315,1.318,1.322,1.331,2.555,2.051,2.582,2.579,2.243,2.531,2.579,3.305,3.309
0.308,0.37,0.368,0.366,0.364,0.366,0.372,0.362,0.402,0.687,0.69,0.606,0.617,0.683,0.682,0.687,0.689,0.698,1.267,1.326,1.321,1.316,1.316,1.315,1.318,1.252,1.331,2.556,2.221,2.582,2.579,2.578,2.579,2.157,3.303,3.307
0.386,0.37,0.287,0.364,0.365,0.367,0.372,0.362,0.403,0.685,0.677,0.687,0.684,0.681,0.683,0.688,0.676,0.672,1.335,1.313,1.32,1.313,1.145,1.137,1.318,1.224,1.098,2.556,2.288,2.582,2.579,2.56,2.292,2.58,2.732,3.153
0.385,0.37,0.343,0.366,0.318,0.366,0.372,0.362,0.331,0.687,0.667,0.637,0.681,0.682,0.591,0.686,0.545,0.697,1.336,1.188,1.32,1.184,1.315,1.315,1.053,1.285,1.331,2.551,2.289,2.582,2.561,2.148,2.578,2.205,2.769,3.309
0.386,0.287,0.368,0.364,0.365,0.367,0.318,0.303,0.403,0.656,0.69,0.686,0.684,0.682,0.683,0.689,0.689,0.697,1.336,1.326,1.263,1.315,1.176,1.315,1.129,1.322,1.332,2.424,2.434,2.579,2.435,2.578,2.339,2.58,3.303,3.023
0.385,0.37,0.367,0.366,0.364,0.366,0.372,0.362,0.342,0.687,0.689,0.685,0.564,0.683,0.631,0.687,0.688,0.695,1.16,1.326,1.132,1.315,1.315,1.055,1.318,1.322,1.33,2.298,2.035,2.58,2.293,2.465,2.579,2.546,2.817,3.309
0.386,0.37,0.368,0.366,0.366,0.367,0.347,0.36,0.403,0.685,0.69,0.685,0.684,0.681,0.683,0.688,0.689,0.697,1.336,1.326,1.319,1.105,1.315,1.222,1.318,1.323,1.33,2.557,2.211,2.581,2.579,2.58,2.579,2.579,2.73,3.263
0.385,0.37,0.363,0.366,0.366,0.301,0.372,0.28,0.401,0.687,0.689,0.687,0.541,0.539,0.681,0.687,0.591,0.695,1.181,1.326,1.319,1.315,1.315,1.315,1.318,1.323,1.328,2.271,2.576,2.322,2.579,2.498,2.533,2.579,3.139,3.143
0.386,0.287,0.368,0.366,0.366,0.367,0.372,0.359,0.401,0.686,0.69,0.685,0.683,0.683,0.683,0.687,0.69,0.697,1.336,1.198,1.319,1.134,1.315,1.315,1.317,1.323,1.33,2.495,4.458,2.581,2.579,2.578,2.293,2.293,3.026,3.137
0.351,0.368,0.287,0.366,0.366,0.367,0.372,0.361,0.4,0.687,0.541,0.687,0.684,0.683,0.681,0.688,0.606,0.695,1.336,1.039,1.182,1.294,1.315,1.177,1.318,1.323,1.33,2.368,4.904,2.083,2.578,2.579,2.579,2.579,3.302,2.736
0.386,0.37,0.368,0.366,0.284,0.367,0.372,0.361,0.402,0.686,0.688,0.685,0.682,0.684,0.681,0.686,0.689,0.542,1.336,1.15,1.321,1.168,1.283,1.044,1.318,1.252,1.222,2.237,4.51,2.58,2.542,2.294,2.438,2.579,2.784,3.072
0.347,0.368,0.368,0.366,0.365,0.367,0.372,0.361,0.385,0.687,0.691,0.686,0.684,0.683,0.683,0.535,0.688,0.695,1.336,1.093,1.22,1.315,1.165,1.315,1.177,1.323,1.329,2.105,4.43,2.581,2.418,2.292,2.58,2.295,3.231,3.23
0.299,0.37,0.368,0.366,0.365,0.367,0.372,0.361,0.402,0.685,0.594,0.686,0.683,0.684,0.647,0.585,0.536,0.697,1.097,1.325,1.32,1.315,1.315,1.087,1.318,1.323,1.261,2.559,4.572,2.297,2.577,2.162,2.579,2.291,3.305,2.823
0.384,0.36,0.368,0.364,0.365,0.367,0.308,0.281,0.4,0.534,0.689,0.685,0.684,0.594,0.683,0.688,0.688,0.695,1.336,1.326,1.26,1.315,1.204,1.315,1.22,1.323,1.094,2.273,5.003,2.583,2.416,2.578,2.333,2.58,3.268,2.735
0.385,0.37,0.368,0.364,0.35,0.367,0.372,0.361,0.402,0.588,0.688,0.686,0.683,0.683,0.681,0.687,0.689,0.695,1.336,1.326,1.319,1.237,1.315,1.315,1.317,1.045,1.255,2.558,4.912,2.582,2.294,2.488,2.294,2.58,3.143,3.148
0.299,0.37,0.368,0.363,0.366,0.367,0.371,0.361,0.402,0.687,0.689,0.605,0.684,0.682,0.683,0.688,0.688,0.697,1.336,1.194,1.319,1.316,1.315,1.292,1.318,1.172,1.234,2.558,4.431,2.583,2.492,2.293,2.579,2.222,2.735,3.308
0.385,0.37,0.37,0.364,0.316,0.367,0.372,0.361,0.402,0.686,0.688,0.687,0.683,0.683,0.606,0.601,0.69,0.695,1.336,1.326,1.319,1.315,1.118,1.315,1.145,1.292,1.33,2.015,4.43,2.584,2.293,2.233,2.517,2.58,2.733,2.897
0.385,0.37,0.37,0.334,0.366,0.367,0.371,0.286,0.402,0.687,0.688,0.685,0.532,0.634,0.683,0.688,0.688,0.697,1.335,1.326,1.319,1.195,1.316,1.315,1.316,1.323,1.33,2.461,4.746,2.546,2.524,2.107,2.578,2.273,3.306,3.308
0.385,0.37,0.37,0.366,0.364,0.367,0.372,0.362,0.402,0.686,0.689,0.687,0.633,0.683,0.681,0.687,0.689,0.617,1.336,1.326,1.319,1.315,1.315,1.315,1.318,1.087,1.043,2.332,4.432,2.583,2.577,2.578,2.551,2.446,2.932,3.022
0.299,0.37,0.37,0.364,0.365,0.367,0.371,0.308,0.401,0.687,0.689,0.685,0.684,0.682,0.683,0.688,0.642,0.697,1.336,1.326,1.044,1.315,1.315,1.315,1.317,1.323,1.33,2.557,4.715,2.585,2.562,2.292,2.293,2.294,2.581,3.308
