0.25m_40deg,0.25m_30deg,0.25m_20deg,0.25m_10deg,0.25m_0deg,0.25m_-10deg,0.25m_-20deg,0.25m_-30deg,0.25m_-40deg,0.5m_-40deg,0.5m_-30deg,0.5m_-20deg,0.5m_-10deg,0.5m_0deg,0.5m_10deg,0.5m_20deg,0.5m_30deg,0.5m_40deg,1m_40deg,1m_30deg,1m_20deg,1m_10deg,1m_0deg,1m_-10deg,1m_-20deg,1m_-30deg,1m_-40deg,2m_-40deg,2m_-30deg,2m_-20deg,2m_-10deg,2m_0deg,2m_10deg,2m_20deg,2m_30deg,2m_40deg
0.312,1.165,0.297,0.299,0.299,0.299,0.298,0.298,1.303,2.361,0.594,0.594,0.492,0.574,0.459,0.542,0.595,3.002,2.771,1.263,1.252,1.248,1.247,1.248,1.225,1.151,2.433,2.332,2.485,4.357,2.305,2.494,2.501,2.506,3.301,3.299
3.293,1.366,0.295,0.299,0.299,0.299,0.297,0.297,1.249,2.233,0.592,0.592,0.592,0.59,0.59,0.593,0.596,2.725,3.003,1.263,1.252,1.249,1.247,1.031,1.255,1.26,2.484,2.485,2.484,2.212,2.447,2.208,2.498,2.127,2.773,3.114
3.132,1.278,0.296,0.299,0.299,0.233,0.298,0.298,1.121,2.101,0.594,0.594,0.591,0.589,0.477,0.591,0.595,3.296,3.005,1.263,1.252,1.249,1.247,1.248,1.255,1.26,2.484,2.483,2.199,2.503,2.216,2.493,2.214,2.285,3.301,3.253
1.299,1.058,0.296,0.299,0.299,0.299,0.296,0.296,1.282,2.197,0.594,0.592,0.59,0.59,0.59,0.593,0.596,3.156,2.718,1.263,1.252,1.249,1.144,1.248,1.145,1.26,2.199,2.247,2.459,2.223,2.218,2.493,2.5,2.229,3.301,3.107
1.217,1.366,0.297,0.299,0.299,0.299,0.298,0.298,1.304,2.197,0.594,0.594,0.591,0.587,0.589,0.577,0.596,2.737,3.006,1.263,1.252,1.248,1.247,1.248,1.255,1.262,2.197,2.408,2.029,2.505,2.501,2.493,2.481,2.306,3.015,3.012
1.204,1.08,0.297,0.299,0.299,0.299,0.295,0.298,1.304,2.482,0.594,0.594,0.533,0.59,0.59,0.592,0.595,3.176,3.289,1.263,1.252,1.063,1.247,1.248,1.255,1.133,2.107,2.484,2.456,2.498,2.161,2.207,2.5,2.517,3.302,3.299
1.202,1.244,0.297,0.299,0.298,0.298,0.232,0.298,1.303,2.482,0.592,0.587,0.591,0.59,0.589,0.593,0.597,3.296,2.846,1.263,1.209,1.249,1.235,0.98,1.255,1.26,2.484,2.438,2.391,2.388,2.217,2.493,2.501,2.516,3.302,3.186
1.151,1.243,0.297,0.233,0.245,0.299,0.298,0.298,1.303,2.321,0.594,0.594,0.553,0.578,0.59,0.482,0.491,2.92,3.289,1.264,1.089,1.249,1.247,1.248,1.204,1.155,2.483,2.483,2.483,2.25,2.454,2.493,2.214,2.516,3.305,3.012
1.202,1.2,0.245,0.298,0.298,0.273,0.298,0.298,1.304,2.483,0.565,0.592,0.592,0.459,0.559,0.593,0.596,3.295,3.292,1.102,1.254,1.248,1.247,1.248,1.076,1.032,2.302,2.187,2.036,2.506,2.5,2.455,2.499,2.061,2.927,2.727
1.202,1.213,0.297,0.299,0.296,0.299,0.298,0.232,1.303,2.483,0.594,0.594,0.577,0.589,0.59,0.591,0.595,3.293,3.292,1.264,1.137,1.1,1.247,1.076,1.255,1.26,2.483,2.484,2.484,2.267,2.215,2.329,2.395,2.511,3.087,3.299
1.051,1.029,0.27,0.298,0.298,0.298,0.232,0.298,1.303,1.94,0.592,0.592,0.591,0.59,0.589,0.461,0.596,3.008,3.005,1.177,1.016,1.248,1.247,1.248,1.105,1.082,2.063,2.217,2.015,2.507,2.5,2.489,2.498,2.226,3.016,2.726
3.018,1.201,0.297,0.299,0.298,0.299,0.298,0.297,1.166,2.389,0.594,0.594,0.46,0.589,0.588,0.591,0.595,2.722,3.292,1.265,1.045,1.132,1.16,1.05,1.255,1.261,2.231,2.373,2.482,2.291,2.469,2.365,2.423,2.513,3.304,2.822
3.293,1.241,0.297,0.299,0.298,0.299,0.298,0.297,1.304,2.442,0.592,0.592,0.59,0.59,0.59,0.592,0.596,3.291,3.291,1.264,1.253,1.214,1.247,1.249,1.136,1.261,2.397,2.484,2.483,2.509,2.497,2.494,2.214,2.224,3.215,2.963
2.721,1.268,0.231,0.299,0.298,0.299,0.232,0.297,1.304,2.482,0.594,0.462,0.592,0.589,0.589,0.591,0.595,3.021,2.795,1.264,1.253,1.248,1.247,1.248,1.256,1.262,2.275,2.291,2.231,2.311,2.244,2.494,2.498,2.509,3.076,2.821
3.008,1.253,0.297,0.299,0.232,0.299,0.298,0.297,1.076,2.291,0.593,0.593,0.59,0.59,0.59,0.593,0.596,3.291,2.949,1.263,1.252,1.036,1.036,1.142,1.255,1.262,2.264,2.283,2.483,2.51,2.383,2.496,2.397,2.51,2.934,3.183
3.19,1.228,0.297,0.298,0.298,0.299,0.298,0.297,1.236,2.451,0.594,0.462,0.591,0.549,0.586,0.591,0.597,3.008,3.036,1.263,1.254,1.248,1.246,1.248,1.03,1.051,2.484,2.483,2.198,2.223,2.234,2.494,2.502,2.492,2.795,3.299
3.292,1.142,0.297,0.299,0.298,0.299,0.291,0.297,1.304,2.04,0.593,0.594,0.59,0.59,0.588,0.591,0.595,2.719,3.293,1.263,1.093,1.248,1.043,1.106,1.185,1.261,2.484,2.484,2.484,2.507,2.359,2.291,2.093,2.507,3.219,3.251
3.006,1.203,0.295,0.299,0.232,0.299,0.298,0.296,1.261,2.2,0.594,0.468,0.591,0.589,0.589,0.593,0.596,3.291,3.121,1.263,1.22,1.248,1.192,1.248,1.254,1.262,2.484,2.484,2.198,2.34,2.226,2.443,2.502,2.507,3.305,3.034
1.218,1.232,0.297,0.299,0.298,0.299,0.266,0.296,1.129,2.196,0.594,0.462,0.54,0.459,0.59,0.591,0.595,3.169,2.722,1.264,1.166,1.248,1.246,1.248,1.024,1.26,2.484,2.199,2.097,2.506,2.501,2.308,2.217,2.506,2.929,3.298
1.061,1.117,0.295,0.299,0.298,0.298,0.298,0.295,1.302,2.482,0.468,0.593,0.59,0.59,0.589,0.593,0.596,3.13,2.721,1.264,1.042,1.25,1.246,1.249,1.256,1.137,2.3,1.932,2.484,2.507,2.498,2.496,2.503,2.509,3.074,3.299
1.212,1.117,0.231,0.299,0.297,0.299,0.292,0.295,1.157,2.113,0.594,0.594,0.589,0.588,0.59,0.514,0.595,3.006,3.015,1.245,1.252,1.125,1.246,1.17,1.254,1.261,2.421,2.379,2.484,2.228,2.5,2.343,2.218,2.51,3.018,2.728
1.206,1.013,0.297,0.299,0.298,0.298,0.298,0.296,1.303,2.482,0.593,0.489,0.59,0.59,0.584,0.593,0.596,2.893,3.008,1.146,1.252,1.248,1.246,1.249,1.103,1.262,2.198,2.444,1.988,2.509,2.483,2.496,2.403,2.511,3.079,3.299
1.198,1.195,0.297,0.259,0.296,0.299,0.298,0.296,1.302,2.144,0.594,0.594,0.59,0.589,0.589,0.591,0.595,2.773,3.009,1.263,1.252,1.059,1.246,1.249,1.255,1.261,2.485,2.481,2.484,2.509,4.564,2.38,2.503,2.512,2.732,3.298
1.199,1.141,0.297,0.299,0.298,0.298,0.298,0.23,1.052,2.299,0.593,0.593,0.589,0.59,0.59,0.593,0.595,3.217,2.915,1.262,1.253,1.248,1.236,1.048,1.255,1.26,2.483,2.301,2.295,2.388,4.429,2.495,2.358,2.072,3.305,2.846
0.957,1.141,0.297,0.298,0.296,0.299,0.298,0.296,1.206,2.452,0.594,0.594,0.459,0.589,0.493,0.591,0.596,3.292,3.069,1.262,1.225,1.191,1.106,1.249,1.256,1.26,2.072,2.466,2.484,2.251,4.356,2.494,2.502,2.512,3.224,3.012
1.016,1.144,0.297,0.299,0.232,0.299,0.298,0.296,1.303,2.319,0.534,0.499,0.487,0.59,0.459,0.593,0.595,3.005,3.197,1.262,1.252,1.248,1.246,1.249,1.061,1.262,2.485,2.345,2.485,2.512,2.501,2.495,2.502,2.514,2.799,3.14
1.191,1.144,0.295,0.299,0.298,0.299,0.298,0.231,1.303,2.232,0.594,0.594,0.59,0.539,0.589,0.585,0.596,3.292,3.098,1.262,1.038,1.248,1.247,1.248,1.255,1.104,2.4,2.48,2.243,2.511,2.317,2.495,2.263,2.229,2.728,3.002
1.141,1.145,0.297,0.299,0.298,0.299,0.296,0.297,1.088,2.483,0.593,0.593,0.589,0.59,0.59,0.593,0.595,3.007,3.256,1.262,1.252,1.087,1.248,1.248,1.256,1.261,2.485,2.483,2.2,2.401,2.217,2.495,2.216,2.515,3.302,3.135
1.003,1.147,0.295,0.299,0.298,0.299,0.298,0.297,1.243,2.193,0.594,0.594,0.59,0.589,0.589,0.593,0.596,2.876,3.292,1.262,1.253,1.248,1.246,0.971,1.255,1.26,2.484,1.97,2.2,2.483,2.314,2.495,2.023,1.972,3.245,3.297
1.153,1.147,0.297,0.298,0.296,0.299,0.27,0.297,1.303,2.484,0.592,0.517,0.589,0.59,0.459,0.593,0.595,3.293,2.725,1.262,0.998,1.108,1.246,1.248,1.214,1.26,2.38,2.483,2.486,2.402,2.276,2.495,2.501,2.515,3.301,2.875
1.072,1.149,0.295,0.299,0.298,0.299,0.298,0.297,1.262,2.485,0.594,0.594,0.59,0.589,0.554,0.593,0.596,3.292,2.885,1.262,1.251,1.249,1.246,1.248,1.254,1.261,2.485,2.483,2.481,2.485,2.422,2.21,2.502,2.23,3.299,3.298
1.176,1.15,0.297,0.299,0.259,0.299,0.296,0.297,1.13,2.359,0.594,0.592,0.589,0.59,0.59,0.591,0.596,3.295,3.009,1.262,0.979,1.132,1.018,1.248,1.237,1.095,2.484,2.18,2.485,2.512,2.446,2.21,2.226,2.143,3.027,3.134
1.176,1.106,0.297,0.301,0.298,0.298,0.298,0.295,1.285,2.198,0.593,0.594,0.59,0.589,0.589,0.593,0.467,2.926,2.927,1.085,1.142,1.249,1.171,1.248,1.1,1.261,2.483,2.483,2.485,2.512,2.217,2.495,2.386,2.515,3.278,3.298
1.176,1.066,0.297,0.301,0.24,0.299,0.298,0.296,1.302,2.483,0.594,0.593,0.589,0.59,0.59,0.592,0.596,3.292,3.295,1.262,1.157,1.064,1.246,1.249,1.256,1.261,2.483,2.198,2.337,2.341,2.501,2.13,2.262,2.516,3.301,3.176
1.054,1.248,0.297,0.237,0.298,0.298,0.298,0.295,1.301,2.197,0.593,0.594,0.59,0.589,0.59,0.593,0.595,3.235,2.969,1.262,1.252,1.248,1.246,1.248,1.254,1.261,2.484,2.483,2.226,2.515,2.458,2.495,2.422,2.023,3.296,2.75
1.202,1.145,0.297,0.301,0.298,0.299,0.298,0.23,1.303,2.483,0.594,0.592,0.589,0.59,0.589,0.591,0.596,2.82,3.293,1.262,1.252,1.184,1.246,0.985,0.998,1.261,2.198,2.44,2.485,2.23,2.505,2.452,2.293,2.514,3.157,3.134
0.295,1.258,0.297,0.299,0.298,0.298,0.298,0.295,1.303,2.483,0.544,0.594,0.59,0.565,0.59,0.592,0.52,3.292,2.728,1.262,1.081,1.248,1.246,1.248,1.076,1.261,2.276,2.42,2.486,2.515,2.261,2.33,2.28,2.037,3.304,2.764
0.298,1.258,0.295,0.301,0.298,0.299,0.298,0.296,1.192,2.482,0.594,0.594,0.589,0.59,0.589,0.55,0.596,2.851,3.294,1.262,1.241,1.248,1.079,1.248,1.256,1.229,2.484,2.294,2.485,2.512,2.219,2.207,2.045,2.189,3.016,3.296
0.297,1.177,0.297,0.299,0.235,0.298,0.298,0.23,1.262,2.197,0.573,0.592,0.59,0.589,0.59,0.594,0.595,3.294,2.767,1.26,1.253,1.249,1.246,1.136,1.255,1.103,2.484,2.483,2.196,2.513,2.503,2.348,2.203,2.51,3.017,3.296
0.297,1.112,0.295,0.233,0.298,0.299,0.298,0.296,1.303,2.46,0.594,0.594,0.589,0.59,0.589,0.592,0.464,3.167,2.722,1.26,1.253,1.24,1.246,1.011,1.029,1.263,2.457,2.198,2.338,2.511,2.503,2.211,2.355,2.511,3.302,3.212
0.295,1.051,0.297,0.299,0.278,0.298,0.298,0.23,1.066,2.052,0.594,0.593,0.592,0.59,0.59,0.468,0.464,3.295,3.294,1.262,1.147,1.248,1.246,1.248,1.255,1.261,2.484,2.485,2.225,2.32,2.491,2.41,2.229,2.509,3.302,3.295
0.294,1.041,0.295,0.298,0.298,0.299,0.298,0.296,1.106,2.217,0.594,0.594,0.555,0.59,0.589,0.592,0.479,3.132,2.972,1.26,1.253,1.248,1.246,1.248,1.255,1.262,2.198,2.356,2.487,2.221,2.503,2.496,2.217,2.508,3.3,2.952
0.293,1.067,0.297,0.299,0.298,0.299,0.298,0.294,1.303,2.483,0.594,0.593,0.592,0.59,0.46,0.593,0.596,2.778,3.14,1.244,1.253,1.249,1.246,1.249,1.254,1.262,2.198,2.483,2.486,2.055,2.504,2.441,1.974,2.225,2.775,3.295
0.292,1.15,0.297,0.258,0.298,0.299,0.298,0.296,1.108,2.482,0.469,0.594,0.59,0.586,0.59,0.594,0.595,3.292,3.024,1.12,1.05,1.248,1.11,1.248,1.254,1.262,2.199,2.107,2.487,2.505,2.504,2.496,2.417,2.511,3.3,3.294
0.29,1.145,0.23,0.299,0.232,0.299,0.296,0.296,1.304,2.483,0.594,0.592,0.46,0.59,0.503,0.591,0.596,2.815,3.131,0.999,1.253,1.249,1.247,1.249,1.254,1.262,2.484,2.433,2.196,2.506,2.504,2.21,2.503,2.225,3.303,3.296
0.287,1.143,0.296,0.298,0.296,0.299,0.298,0.296,1.305,2.296,0.593,0.594,0.572,0.469,0.59,0.593,0.595,2.97,3.294,1.166,1.252,1.043,1.117,1.109,1.08,1.261,2.484,2.483,2.487,2.508,2.458,2.209,2.502,2.511,2.731,3.01
0.288,1.148,0.295,0.299,0.298,0.299,0.297,0.296,1.304,2.459,0.594,0.568,0.59,0.59,0.588,0.568,0.596,2.846,3.195,1.05,1.25,1.248,1.234,1.248,1.22,1.005,2.199,2.197,2.2,2.508,2.042,2.496,2.051,2.511,3.304,3.146
0.285,0.9,0.23,0.299,0.232,0.299,0.298,0.296,1.195,2.34,0.593,0.594,0.589,0.479,0.59,0.593,0.595,3.292,3.294,1.214,1.252,1.249,1.246,1.143,1.139,1.11,2.483,2.483,2.2,2.508,2.198,2.495,2.501,2.473,3.015,3.011
0.285,1.049,0.294,0.299,0.298,0.299,0.296,0.296,1.304,2.485,0.594,0.593,0.59,0.59,0.59,0.591,0.596,2.879,3.293,1.261,1.251,1.222,1.001,1.196,1.255,1.26,2.434,2.483,2.189,2.511,2.355,2.268,2.215,2.429,3.3,3.011
0.284,0.915,0.296,0.299,0.298,0.298,0.297,0.296,1.212,2.372,0.593,0.594,0.59,0.589,0.589,0.593,0.596,3.296,2.723,1.261,1.253,1.13,1.246,1.248,1.255,1.26,2.392,2.475,2.367,2.51,2.503,2.21,2.501,2.514,3.299,2.75
0.281,1.15,0.257,0.253,0.298,0.233,0.295,0.296,1.304,1.964,0.594,0.594,0.589,0.59,0.59,0.593,0.496,3.192,3.02,1.262,1.253,1.243,1.246,1.058,1.255,1.261,2.235,2.482,2.484,2.224,2.502,2.417,2.216,2.514,3.3,3.135
0.279,0.939,0.296,0.299,0.298,0.259,0.297,0.295,1.304,2.408,0.536,0.467,0.59,0.589,0.504,0.591,0.597,3.294,3.295,1.262,1.253,1.107,1.246,1.248,1.255,1.194,2.197,2.483,2.485,2.224,2.242,2.495,2.501,2.514,3.299,3.052
0.278,1.093,0.297,0.299,0.296,0.299,0.281,0.296,1.304,2.484,0.594,0.594,0.589,0.459,0.59,0.592,0.595,3.223,2.759,1.262,1.252,0.98,1.015,1.11,1.256,1.262,1.935,2.483,2.487,2.509,4.351,2.495,2.447,2.514,3.071,3.296
0.274,1.157,0.297,0.299,0.298,0.298,0.297,0.296,1.304,2.483,0.555,0.485,0.59,0.524,0.588,0.511,0.596,3.103,3.01,1.263,1.221,1.135,1.246,0.991,1.255,1.224,2.096,2.483,2.078,2.258,4.436,2.208,2.503,2.516,3.299,3.012
0.256,1.133,0.297,0.299,0.296,0.299,0.297,0.23,1.304,2.312,0.594,0.594,0.589,0.59,0.59,0.593,0.595,2.971,3.073,1.205,1.253,1.247,1.246,1.156,1.194,1.262,2.198,2.483,2.486,2.507,4.354,2.493,2.481,2.494,3.08,2.927
0.27,1.165,0.296,0.233,0.298,0.294,0.298,0.295,1.28,2.483,0.581,0.511,0.59,0.537,0.589,0.534,0.596,2.846,2.947,1.262,1.252,1.065,1.052,1.249,1.254,0.994,2.198,2.198,2.097,2.267,4.738,2.494,2.503,2.512,2.729,3.298
0.261,1.123,0.297,0.299,0.232,0.299,0.296,0.295,1.178,2.482,0.594,0.593,0.589,0.59,0.588,0.592,0.595,3.293,3.296,1.262,1.253,1.02,1.027,1.248,1.215,1.26,2.198,2.484,1.964,2.509,4.6,2.107,2.504,2.222,3.07,3.296
0.263,1.123,0.295,0.298,0.298,0.299,0.298,0.23,1.29,2.482,0.594,0.539,0.59,0.55,0.59,0.591,0.596,3.294,2.974,1.262,1.251,1.247,1.033,1.249,1.255,1.26,2.455,2.379,2.488,2.224,4.751,2.208,2.37,2.23,3.229,3.011
0.256,0.911,0.296,0.299,0.298,0.233,0.295,0.296,1.305,2.198,0.593,0.594,0.494,0.59,0.589,0.593,0.596,3.03,3.134,0.99,1.076,1.247,1.246,0.972,1.255,1.26,2.373,2.483,2.488,2.51,4.9,2.494,2.218,2.514,3.09,3.011
0.247,1.12,0.295,0.299,0.298,0.299,0.232,0.297,1.041,2.278,0.594,0.568,0.59,0.589,0.59,0.593,0.48,3.182,3.293,1.263,1.252,1.203,1.246,1.248,1.11,1.26,2.485,2.483,2.488,2.224,4.472,2.494,2.503,2.381,3.297,3.297
0.241,0.943,0.297,0.299,0.298,0.299,0.298,0.296,1.304,2.441,0.593,0.594,0.589,0.59,0.513,0.591,0.596,3.079,2.725,1.262,1.165,1.247,1.246,1.248,1.256,1.261,2.482,2.484,2.28,2.416,4.621,2.252,2.502,1.955,3.101,2.724
0.239,1.105,0.297,0.299,0.296,0.299,0.232,0.231,1.073,2.483,0.594,0.594,0.59,0.589,0.59,0.592,0.508,3.207,3.297,1.262,1.03,1.247,1.221,1.249,1.254,1.071,2.483,2.448,2.487,2.27,4.358,2.494,2.218,2.104,3.297,2.723
0.234,1.082,0.296,0.299,0.298,0.299,0.298,0.297,1.303,2.203,0.592,0.579,0.589,0.59,0.53,0.552,0.596,3.293,2.89,1.263,1.179,1.247,1.083,1.249,1.254,1.26,2.483,2.483,2.202,2.412,4.618,2.494,2.455,2.25,3.298,2.724
0.234,1.096,0.297,0.299,0.296,0.299,0.298,0.297,1.105,2.483,0.594,0.462,0.459,0.59,0.592,0.593,0.517,3.292,3.011,1.028,1.184,0.987,0.986,1.251,1.254,1.107,2.484,2.485,2.486,2.27,4.355,2.331,2.15,2.514,3.299,2.861
0.232,0.998,0.297,0.298,0.298,0.299,0.298,0.295,1.304,2.458,0.593,0.592,0.524,0.479,0.59,0.532,0.596,3.114,2.915,1.263,1.252,1.247,1.246,1.249,1.254,1.262,2.158,2.084,2.201,2.512,4.612,2.495,2.218,2.246,3.139,3.296
0.226,0.825,0.297,0.299,0.298,0.299,0.298,0.297,1.136,2.483,0.594,0.594,0.592,0.59,0.591,0.592,0.595,3.291,3.297,1.263,1.167,1.247,1.239,1.249,1.254,1.261,2.033,2.252,2.185,1.991,4.465,2.496,2.504,2.365,3.291,3.135
0.226,1.042,0.294,0.265,0.298,0.253,0.298,0.295,1.027,2.279,0.593,0.535,0.59,0.588,0.59,0.591,0.596,2.722,3.296,1.263,1.214,1.249,1.103,1.185,1.255,0.995,2.198,2.197,2.338,2.129,4.354,2.026,2.315,2.517,3.014,3.03
0.222,1.039,0.295,0.299,0.298,0.299,0.298,0.297,1.161,2.44,0.594,0.594,0.592,0.59,0.592,0.592,0.596,3.127,3.012,1.262,1.252,1.248,1.248,1.069,1.255,1.262,2.353,2.302,2.207,2.267,4.686,2.247,2.468,2.4,3.301,3.175
0.221,1.039,0.294,0.298,0.298,0.298,0.298,0.295,1.304,2.483,0.537,0.561,0.59,0.589,0.591,0.592,0.595,2.721,3.011,1.079,1.238,1.247,1.246,1.248,1.256,1.262,2.199,2.483,2.485,2.127,4.355,2.499,2.501,2.229,2.728,3.299
0.22,0.887,0.295,0.299,0.298,0.233,0.298,0.297,1.303,2.198,0.594,0.594,0.592,0.59,0.494,0.591,0.597,3.046,3.297,1.263,1.252,1.16,1.248,1.111,1.255,1.066,2.483,2.352,1.939,1.984,4.757,2.499,2.5,2.515,3.301,3.183
0.217,1.038,0.294,0.299,0.276,0.289,0.298,0.295,1.302,2.483,0.511,0.593,0.501,0.589,0.591,0.593,0.595,3.206,3.176,1.043,1.253,1.247,1.112,1.248,1.254,1.261,2.483,2.483,2.201,2.126,4.356,2.497,2.372,2.228,2.905,2.763
0.218,1.037,0.295,0.299,0.298,0.299,0.232,0.297,1.303,2.241,0.594,0.594,0.592,0.59,0.53,0.591,0.596,3.084,3.297,1.073,1.253,1.075,0.97,1.147,1.254,1.262,2.286,2.482,2.243,2.511,4.641,2.498,2.226,2.134,3.299,3.234
0.216,1.037,0.23,0.299,0.278,0.299,0.298,0.297,1.301,2.484,0.593,0.594,0.503,0.589,0.592,0.461,0.535,2.957,3.295,1.229,1.253,1.23,1.246,1.248,1.255,1.261,2.198,2.482,2.401,2.513,4.626,2.498,2.501,1.999,3.299,3.01
0.215,1.033,0.295,0.299,0.298,0.299,0.298,0.297,1.303,2.279,0.594,0.579,0.46,0.59,0.555,0.591,0.596,3.293,3.295,1.263,1.253,1.247,0.983,1.188,1.255,1.235,2.169,2.456,2.203,2.27,4.773,2.497,2.5,2.51,3.3,3.214
0.212,0.8,0.23,0.299,0.298,0.299,0.298,0.297,1.302,2.484,0.593,0.594,0.59,0.59,0.592,0.593,0.595,3.292,3.297,1.263,1.253,1.25,1.136,1.248,1.254,1.262,2.484,2.483,2.488,2.226,4.629,2.498,2.124,2.305,2.728,3.083
0.214,0.95,0.294,0.298,0.298,0.299,0.298,0.297,1.303,2.484,0.594,0.592,0.592,0.589,0.59,0.587,0.597,2.878,3.012,1.263,1.252,1.12,1.001,1.227,1.254,1.263,2.21,2.482,2.487,2.511,4.355,2.498,2.502,2.453,3.015,3.235
0.19,1.022,0.295,0.233,0.298,0.299,0.298,0.297,1.302,2.483,0.593,0.594,0.523,0.59,0.591,0.593,0.595,3.008,3.013,1.264,1.187,1.249,1.246,1.247,1.254,1.261,2.484,2.483,2.432,2.427,4.625,2.5,2.216,2.315,3.187,3.01
0.21,0.838,0.269,0.276,0.296,0.299,0.298,0.297,1.289,2.483,0.594,0.593,0.59,0.589,0.591,0.593,0.596,3.233,3.194,1.143,1.253,1.249,1.012,1.248,1.254,1.262,2.249,1.981,2.012,2.506,4.77,2.499,2.032,2.457,3.302,3.296
0.208,1.014,0.295,0.301,0.298,0.299,0.298,0.297,1.05,2.485,0.594,0.594,0.547,0.59,0.59,0.591,0.597,3.061,3.298,1.263,1.253,1.247,1.056,1.055,1.173,1.261,2.483,2.482,2.486,2.284,4.633,2.498,2.254,2.318,3.301,3.298
0.207,1.012,0.295,0.301,0.232,0.299,0.241,0.297,1.304,2.484,0.594,0.592,0.459,0.589,0.59,0.593,0.595,3.006,2.726,1.166,1.084,1.06,1.018,1.048,1.039,1.261,2.483,2.483,2.485,2.506,4.495,2.41,2.504,2.512,3.305,2.725
0.206,0.868,0.295,0.301,0.298,0.299,0.298,0.297,1.304,2.22,0.594,0.594,0.589,0.59,0.517,0.565,0.596,3.293,2.811,1.032,1.235,1.247,1.247,0.997,1.189,1.261,2.179,2.221,2.475,2.219,4.65,2.279,2.506,2.327,3.301,2.855
0.203,1.01,0.295,0.299,0.298,0.299,0.297,0.297,1.094,2.483,0.47,0.547,0.59,0.589,0.591,0.593,0.508,3.29,2.964,1.263,1.105,1.247,1.247,1.249,1.056,1.108,2.346,2.34,2.487,2.378,4.358,2.212,2.504,2.274,3.301,3.296
0.201,1.007,0.294,0.299,0.232,0.299,0.232,0.297,1.093,2.484,0.462,0.594,0.575,0.59,0.59,0.495,0.464,3.293,3.297,1.046,1.252,1.247,1.055,0.985,1.214,1.261,2.197,2.198,2.483,2.503,4.358,2.212,2.25,2.511,3.294,3.135
0.2,1.009,0.295,0.299,0.299,0.299,0.297,0.253,1.304,2.197,0.493,0.592,0.59,0.589,0.592,0.593,0.528,2.974,3.153,1.263,1.253,1.247,1.246,1.152,1.254,1.082,2.483,2.482,2.486,2.503,4.357,2.496,2.218,2.49,2.729,3.299
0.198,0.937,0.296,0.299,0.298,0.299,0.298,0.297,1.304,2.198,0.594,0.594,0.59,0.59,0.59,0.591,0.596,2.84,3.01,1.263,1.009,1.248,1.246,1.248,1.255,1.041,2.484,2.483,2.204,2.504,4.413,2.495,2.502,2.514,3.026,3.179
0.196,0.815,0.295,0.299,0.299,0.298,0.272,0.295,1.304,2.434,0.593,0.594,0.592,0.59,0.591,0.462,0.502,3.291,3.011,1.263,1.059,1.249,1.039,1.248,1.255,1.204,2.279,2.455,2.201,2.506,4.568,2.21,2.216,2.514,3.3,3.3
0.197,1.102,0.295,0.298,0.298,0.299,0.232,0.297,1.168,2.198,0.594,0.574,0.592,0.589,0.591,0.593,0.597,3.292,2.877,1.089,1.034,1.248,1.246,1.248,1.255,1.261,2.484,2.483,2.486,2.506,4.643,2.496,2.3,2.229,3.3,2.904
0.195,1.086,0.23,0.299,0.299,0.298,0.262,0.289,1.302,2.484,0.527,0.594,0.464,0.59,0.481,0.594,0.595,3.01,2.745,1.263,1.253,1.24,1.045,1.248,1.255,1.261,2.198,2.483,2.485,2.508,4.358,1.989,2.461,2.514,2.905,2.765
0.196,1.034,0.295,0.298,0.299,0.299,0.298,0.297,1.173,2.043,0.594,0.592,0.592,0.565,0.459,0.541,0.596,3.293,3.182,1.263,1.061,1.247,1.19,1.248,1.198,1.262,2.484,2.482,2.485,2.438,4.732,2.495,2.047,2.512,3.301,3.235
0.194,1.034,0.271,0.299,0.299,0.298,0.297,0.296,1.303,2.484,0.592,0.463,0.476,0.59,0.589,0.594,0.596,3.036,3.296,1.264,1.012,1.247,1.052,1.248,1.255,1.262,2.199,2.482,2.482,2.465,4.361,2.025,2.5,2.251,3.301,3.296
0.194,0.945,0.295,0.299,0.299,0.299,0.298,0.297,1.204,2.198,0.594,0.594,0.592,0.589,0.59,0.593,0.488,3.293,3.234,1.134,1.253,1.13,1.2,1.248,1.255,1.261,2.484,2.432,2.197,2.508,4.749,2.474,2.354,2.226,3.304,3.211
0.151,0.978,0.289,0.299,0.299,0.269,0.244,0.295,1.071,2.482,0.592,0.595,0.59,0.59,0.588,0.594,0.596,3.059,3.09,1.002,1.247,1.247,1.061,1.044,1.255,1.262,1.934,2.481,2.483,2.509,4.904,2.347,2.219,2.513,3.016,3.297
0.194,0.987,0.295,0.299,0.232,0.299,0.298,0.297,1.304,2.374,0.594,0.594,0.592,0.53,0.59,0.593,0.595,2.723,2.917,1.262,1.252,1.247,1.246,1.213,1.122,1.261,2.091,2.484,2.482,2.509,4.489,2.229,2.368,2.511,3.302,3.22
0.193,0.987,0.23,0.299,0.271,0.298,0.297,0.292,1.091,2.482,0.594,0.595,0.518,0.59,0.589,0.594,0.596,2.794,3.297,1.261,0.983,1.174,1.148,1.248,0.978,1.262,2.245,2.483,2.115,2.509,4.927,2.322,2.503,2.512,2.951,3.296
0.19,1.073,0.295,0.299,0.298,0.299,0.298,0.297,1.304,2.284,0.592,0.595,0.591,0.589,0.462,0.591,0.595,3.242,2.724,1.262,1.253,1.247,1.246,1.25,1.096,1.261,2.483,2.25,2.198,2.222,4.508,2.495,2.503,2.161,3.302,2.957
