1m_0deg
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.38
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.38
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.38
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.45
1.43
1.43
1.43
1.45
1.43
1.43
1.43
1.43
1.43
1.43
1.45
1.43
1.43
1.38
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.45
1.45
1.43
1.43
1.43
1.4
1.43
1.43
1.43
1.45
1.43
1.43
1.43
1.43
1.45
1.43
1.43
1.43
1.45
1.43
1.43
1.45
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.43
1.45
1.43
1.45
1.43
1.43
1.43
1.45
1.45
1.43
1.43
1.43
1.45
1.45
1.43
1.43
1.45
1.43
1.43
1.43
1.45
1.43
1.45
1.45
1.45
1.43
1.38
1.45
1.43
1.45
1.43
1.43
1.43
1.45
1.43
1.43
1.45
1.43
1.45
1.45
1.43
1.43
1.43
1.43
1.43
1.45
1.43
1.43
1.45
1.45
1.45
1.43
1.4
1.43
1.43
1.43
1.43
1.43
1.45
1.45
1.43
1.45
1.45
1.45
1.43
1.4
1.45
1.45
1.4
1.43
1.45
1.43
1.43
1.43
1.45
1.43
1.45
1.45
1.45
1.45
1.43
1.45
1.43
1.43
1.43
1.43
1.45
1.43
1.45
1.45
1.45
1.43
1.43
1.45
1.38
1.45
1.45
1.43
1.45
1.43
1.45
1.43
1.43
1.43
1.4
1.43
1.45
1.4
1.45
1.45
1.45
1.43
1.45
1.43
1.45
1.45
1.45
1.45
1.43
1.45
1.38
1.45
1.43
1.43
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.43
1.45
1.45
1.45
1.45
1.43
1.43
1.43
1.43
1.45
1.45
1.43
1.43
1.45
1.38
1.45
1.45
1.43
1.45
1.45
1.45
1.45
1.43
1.45
1.45
1.43
1.45
1.4
1.43
1.45
1.43
1.43
1.45
1.45
1.45
1.43
1.45
1.45
1.45
1.43
1.45
1.45
1.43
1.45
1.43
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.38
1.45
1.45
1.43
1.45
1.45
1.45
1.45
1.45
1.45
1.43
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.43
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.38
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.43
1.45
1.38
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.43
1.4
1.45
1.45
1.4
1.45
1.43
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.43
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.43
1.45
1.45
1.43
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.38
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.43
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.4
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
