1m_0deg
1.241
1.323
1.323
1.323
1.192
1.038
1.168
1.323
1.323
1.269
1.323
1.323
1.082
1.211
1.323
1.323
1.323
1.148
1.323
1.12
1.323
1.264
1.323
1.312
1.158
1.323
1.133
1.263
1.323
1.323
1.324
1.323
1.323
1.323
1.321
1.323
1.057
1.323
1.263
1.104
1.324
1.323
1.323
1.323
1.323
1.072
1.227
1.258
1.102
1.323
1.062
1.167
1.324
1.323
1.323
1.323
1.323
1.323
1.322
1.323
1.323
1.322
1.323
1.323
1.206
1.323
1.323
1.323
1.322
1.223
1.323
1.323
1.323
1.323
1.323
1.323
1.323
1.324
1.219
1.052
1.324
1.289
1.324
1.323
1.079
1.203
1.04
1.323
1.289
1.323
1.323
1.323
1.231
1.323
1.323
1.323
1.164
1.318
1.323
1.324
1.323
1.086
1.323
1.238
1.323
1.323
1.323
1.183
1.323
1.323
1.062
1.323
1.323
1.323
1.323
1.101
1.233
1.277
1.323
1.054
1.322
1.324
1.324
1.324
1.324
1.323
1.132
1.323
1.109
1.24
1.082
1.323
1.291
1.322
1.323
1.323
1.321
1.324
1.324
1.324
1.324
1.323
1.322
1.322
1.239
1.323
1.21
1.323
1.323
1.323
1.154
1.323
1.323
1.323
1.323
1.323
1.323
1.323
1.323
1.323
1.041
1.178
1.316
1.171
1.324
1.324
1.297
1.324
1.324
1.324
1.324
1.235
1.251
1.324
1.234
1.324
1.324
1.073
1.322
1.065
1.324
1.324
1.324
1.037
1.178
1.324
1.323
1.324
1.324
1.323
1.324
1.323
1.323
1.323
1.298
1.323
1.047
1.323
1.323
1.132
1.323
1.324
1.325
1.325
1.203
1.051
1.18
1.028
1.323
1.323
1.322
1.273
1.117
1.324
1.256
1.323
1.073
1.323
1.05
1.323
1.031
1.323
1.323
1.323
1.323
1.323
1.256
1.323
1.117
1.324
1.324
1.324
1.324
1.324
1.324
1.31
1.322
1.323
1.323
1.323
1.323
1.241
1.323
1.22
1.282
1.324
1.324
1.324
1.324
1.323
1.038
1.323
1.322
1.323
1.324
1.131
1.325
1.324
1.324
1.323
1.323
1.323
1.323
1.323
1.323
1.323
1.153
1.283
1.323
1.323
1.322
1.323
1.092
1.323
1.323
1.154
1.323
1.323
1.323
1.323
1.323
1.324
1.213
1.297
1.323
1.311
1.323
1.285
1.223
1.258
1.323
1.323
1.323
1.323
1.323
1.323
1.028
1.165
1.298
1.323
1.323
1.11
1.238
1.323
1.323
1.323
1.186
1.323
1.323
1.291
1.323
1.269
1.323
1.323
1.1
1.323
1.323
1.323
1.322
1.194
1.324
1.171
1.322
1.324
1.324
1.325
1.324
1.117
1.324
1.324
1.323
1.072
1.323
1.323
1.323
1.302
1.323
1.266
1.107
1.324
1.323
1.209
1.296
1.322
1.323
1.323
1.323
1.159
1.324
1.324
1.28
1.322
1.322
1.133
1.324
1.23
1.262
1.324
1.323
1.324
1.324
1.324
1.117
1.324
1.225
1.324
1.324
1.05
1.324
1.037
1.324
1.323
1.323
1.324
1.323
1.323
1.323
1.324
1.323
1.323
1.322
1.323
1.3
1.144
1.281
1.323
1.324
1.324
1.239
1.084
1.323
1.323
1.198
1.323
1.173
1.322
1.168
1.324
1.324
1.061
1.324
1.324
1.324
1.271
1.324
1.324
1.324
1.324
1.324
1.324
1.324
1.324
1.324
1.325
1.324
1.324
1.307
1.324
1.323
1.323
1.294
1.324
1.324
1.324
1.324
1.325
1.253
1.324
1.324
1.324
1.323
1.323
1.322
1.324
1.324
1.288
1.324
1.324
1.118
1.324
1.323
1.235
1.324
1.219
1.323
1.201
1.046
1.324
1.037
1.184
1.324
1.324
1.29
1.138
1.324
1.117
1.324
1.324
1.233
1.082
1.324
1.063
1.324
1.32
1.324
1.06
1.323
1.322
1.323
1.244
1.323
1.323
1.323
1.205
1.298
1.323
1.321
1.323
1.323
1.323
1.066
1.323
1.323
1.323
1.265
1.323
1.324
1.323
1.323
1.324
1.324
1.324
1.323
1.322
1.154
1.323
1.323
1.265
1.324
1.324
1.104
1.324
1.096
1.324
1.091
1.324
1.324
1.324
1.324
1.324
1.324
1.325
1.324
1.157
1.282
1.323
1.323
1.107
1.106
1.097
1.324
1.081
1.136
1.066
1.324
1.324
1.323
1.301
1.323
1.323
1.323
1.323
1.322
1.323
1.27
1.323
1.324
1.324
1.324
1.324
1.322
1.324
1.322
1.324
1.313
1.163
1.324
1.324
1.324
1.151
1.288
1.324
1.324
1.324
1.086
1.324
1.261
1.324
1.096
1.324
1.323
1.323
1.324
1.324
1.324
1.324
1.324
1.324
1.134
1.066
1.2
1.301
1.161
1.045
1.324
1.323
1.322
1.297
1.324
1.289
1.324
1.324
1.14
1.323
1.214
1.324
1.324
1.324
1.324
1.324
1.324
1.281
1.144
1.323
1.153
1.299
1.202
1.324
1.324
1.324
1.148
1.324
1.324
1.287
1.324
1.284
1.144
1.324
1.324
1.279
1.324
1.324
1.324
1.268
1.324
1.254
1.325
1.225
1.067
1.323
1.323
1.323
1.036
1.323
1.289
1.324
1.324
1.324
1.324
1.324
1.324
1.323
1.324
1.324
1.195
1.323
1.324
1.323
1.145
1.323
1.323
1.322
1.322
1.324
1.324
1.324
1.106
1.324
1.093
1.229
1.324
1.323
1.324
1.209
1.324
1.17
1.325
1.323
1.323
1.323
1.323
1.075
1.323
1.323
1.323
1.323
1.323
1.323
1.323
1.226
1.323
1.323
1.322
1.323
1.323
1.323
1.323
1.324
1.323
1.323
1.323
1.323
1.323
1.321
1.324
1.323
1.323
1.285
1.135
1.08
1.323
1.323
1.246
1.246
1.324
1.324
1.072
1.153
1.324
1.322
1.318
1.171
1.324
1.159
1.057
1.324
1.077
1.324
1.324
1.324
1.324
1.112
1.324
1.324
1.117
1.09
1.324
1.324
1.324
1.324
1.324
1.047
1.324
1.323
1.324
1.048
1.193
1.303
1.155
1.324
1.324
1.324
1.324
1.324
1.323
1.28
1.324
1.324
1.324
1.324
1.323
1.281
1.138
1.324
1.324
1.323
1.143
1.29
1.146
1.324
1.324
1.324
1.324
1.324
1.324
1.229
1.322
1.323
1.323
1.181
1.323
1.323
1.29
1.323
1.323
1.323
1.322
1.322
1.323
1.323
1.323
1.323
1.17
1.036
1.171
1.311
1.19
1.323
1.324
1.324
1.194
1.323
1.324
1.324
