time,x,y,z,qx,qy,qz,qw
1702374040.1040547,0.00012050634090053823,-5.0573199308624684e-05,-3.0237729330941233e-06,7.063502702331323e-06,-4.947243347640014e-06,1.7728860710608475e-05,0.9999999983935249
1702374040.312025,0.0008118218467469957,-0.000340699317163054,-2.0370421243759522e-05,4.758509606595646e-05,-3.332837260491383e-05,0.00011943501342129078,0.9999999891775687
1702374040.5199897,0.0009164163801230886,-0.000425467551929312,7.329607185529028e-05,3.194926698258209e-05,-2.6824386459342988e-05,0.00015650479383586588,0.9999999864019865
1702374040.7279692,0.0007600283192662175,-0.00048087579476781674,0.0001604362022105769,1.128870346665349e-05,-3.1927876074724197e-06,0.000164336690365761,0.9999999861741796
1702374040.9359472,0.0004879519258410559,-0.000646213327865627,0.00013376578974313186,2.7987884381713673e-05,3.122242115685588e-05,0.00015823757321864156,0.9999999864472866
