time,x,y,z,qx,qy,qz,qw
1702374040.1040547,0.36211736737200306,-0.1516456167186494,-0.15014158372339304,0.5475815229677893,0.39549407136566933,0.46880432163781305,0.5691760915855419
1702374040.312025,0.36284803241766816,-0.1518499368451412,-0.1501506637638543,0.5475510540111236,0.3955146106879152,0.46889377438214264,0.5691174433536217
1702374040.5199895,0.36296190709425225,-0.1519125591102889,-0.15005696585009892,0.5475305402079588,0.39554593979243274,0.46890512666033957,0.5691060527221204
1702374040.7279692,0.3628007971143895,-0.15196850118840283,-0.14998067370055332,0.5475267610353591,0.39557336447781416,0.4688884728465152,0.569104348338241
1702374040.9359472,0.36251653682523344,-0.15213324131033146,-0.15003732286843696,0.5475548116803542,0.3955817850282,0.4688727604458653,0.5690844524949428
